B W T E N
1 0 0 1	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 7	5
0 1 0 6	5
1 0 0 6	5
0 1 0 5	5
1 0 0 5	5
1 0 0 7	5
1 0 0 7	5
0 1 0 6	5
1 0 0 6	5
1 0 0 6	5
0 1 0 5	5
1 0 0 5	5
0 1 0 3	5
1 0 0 3	5
1 0 0 7	5
0 1 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 4	5
0 1 0 2	5
1 0 0 5	5
1 0 0 5	5
0 1 0 2	5
1 0 0 4	5
0 1 0 2	5
1 0 0 2	5
1 0 0 2	5
0 1 0 5	6
1 0 0 2	5
1 0 0 4	5
1 0 0 7	5
1 0 0 7	5
0 1 0 2	5
0 1 0 1	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 4	5
0 1 0 1	5
1 0 0 4	5
0 1 0 0	5
1 0 0 0	5
1 0 0 0	5
1 0 0 4	5
0 1 0 0	5
1 0 0 6	5
0 1 0 5	5
1 0 0 5	5
1 0 0 5	5
0 1 0 3	5
1 0 0 3	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 7	5
0 1 0 5	5
1 0 0 5	5
0 1 0 3	5
1 0 0 3	5
1 0 0 5	5
1 0 0 5	5
0 1 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 7	5
0 1 0 3	5
1 0 0 3	5
0 1 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
0 1 0 1	5
1 0 0 4	5
1 0 0 4	5
0 1 0 3	5
1 0 0 5	5
1 0 0 5	5
0 1 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 5	5
0 1 0 2	5
1 0 0 5	5
0 1 0 4	5
1 0 0 5	5
0 1 0 3	5
1 0 0 5	5
1 0 0 5	5
0 1 0 3	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 6	5
0 1 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
0 1 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
0 1 0 0	5
1 0 0 0	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
0 1 0 2	5
1 0 0 4	5
0 1 0 2	5
1 0 0 4	5
0 1 0 2	5
1 0 0 2	5
1 0 0 4	5
0 1 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
0 1 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 4	6
1 0 0 1	5
1 0 0 1	5
1 0 0 1	5
1 0 0 1	5
1 0 0 1	5
1 0 0 1	5
0 1 0 5	6
1 0 0 2	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
0 1 0 1	5
1 0 0 2	5
1 0 0 2	5
1 0 0 4	5
1 0 0 4	5
1 0 0 6	5
1 0 0 6	5
0 1 0 0	5
1 0 0 2	5
0 1 0 0	5
0 1 0 8	6
1 0 0 8	6
1 0 0 0	5
1 0 0 0	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 3	5
1 0 0 3	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
1 0 0 5	5
0 1 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
0 1 0 1	5
1 0 0 1	5
1 0 0 4	5
1 0 0 4	5
1 0 0 4	5
0 1 0 1	5
1 0 0 1	5
1 0 0 1	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
0 1 0 2	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 6	5
1 0 0 6	5
0 1 0 0	5
1 0 0 0	5
1 0 0 0	5
1 0 0 1	5
1 0 0 1	5
0 1 0 0	5
1 0 0 4	5
0 1 0 0	5
1 0 0 0	5
1 0 0 0	5
1 0 0 0	5
1 0 0 1	5
1 0 0 1	5
0 1 0 5	6
1 0 0 5	6
1 0 0 5	6
1 0 0 5	6
1 0 0 0	5
1 0 0 1	5
1 0 0 1	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
0 1 0 1	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
1 0 0 3	5
0 1 0 1	5
1 0 0 3	5
1 0 0 4	5
0 1 0 1	5
0 1 0 5	6
1 0 0 5	6
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
0 1 0 5	6
1 0 0 5	6
1 0 0 5	6
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 2	5
1 0 0 4	5
